1,0,17.08,3.29,0,0,9,0,0.335,1,1,0,1,0,00140,2
1,1,24.50,2.415,1,1,6,0,0,1,1,0,0,0,00120,0
1,0,21.50,9.75,0,0,6,0,0.25,0,1,0,0,0,00140,0
1,1,0,11.25,0,0,12,3,0,1,1,0,0,0,0,5200
1,0,15.17,7,0,0,10,0,1,1,1,0,0,0,00600,0
0,0,51.33,10,0,0,9,2,0,0,0,11,0,0,00000,1249
0,0,27.00,1.5,1,1,0,0,0.375,0,1,0,1,0,00260,1065
1,1,30.58,10.665,0,0,1,1,0.085,1,0,12,1,0,00129,3
1,0,25.00,12,0,0,5,0,2.25,0,0,02,1,0,00120,5
1,0,19.00,0,1,1,12,3,0,1,0,04,0,0,00045,1
0,0,22.83,3,0,0,2,0,1.29,0,0,01,0,0,00260,800
1,0,21.67,1.165,1,1,5,0,2.5,0,0,01,0,0,00180,20
1,1,55.75,7.08,0,0,5,1,6.75,0,0,03,1,0,00100,50
1,0,19.67,10,1,1,5,1,0.835,0,1,0,1,0,00140,0
1,1,48.17,1.335,0,0,9,7,0.335,1,1,0,0,0,00000,120
0,0,20.50,10,1,1,6,0,2.5,0,1,0,0,1,00040,0
1,0,74.83,19,1,1,12,3,0.04,1,0,02,0,0,00000,351
1,0,27.67,0.75,0,0,1,1,0.165,1,1,0,1,0,00220,251
0,1,31.25,3.75,0,0,4,1,0.625,0,0,09,1,0,00181,0
1,0,22.17,2.25,0,0,9,0,0.125,1,1,0,0,0,00160,10
1,1,22.67,0.79,0,0,9,0,0.085,1,1,0,0,0,00144,0
0,0,48.58,6.5,0,0,1,1,6,0,1,0,1,0,00350,0
0,0,76.75,22.29,0,0,10,5,12.75,0,0,01,1,0,00000,109
1,0,0,0.04,1,1,7,0,4.25,1,1,0,1,0,00460,0
1,1,16.33,0.21,0,0,11,0,0.125,1,1,0,0,0,00200,1
1,0,39.58,5,0,0,12,3,0,1,0,02,0,0,00017,1
1,0,30.33,0.5,0,0,7,1,0.085,1,1,0,1,1,00252,0
0,1,28.75,3.75,0,0,6,0,1.085,0,0,01,1,0,00371,0
0,0,21.33,10.5,0,0,6,0,3,0,1,0,1,0,00000,0
1,1,56.83,4.25,1,1,12,3,5,1,1,0,1,0,00000,4
1,0,24.08,0.875,0,0,2,0,0.085,1,0,04,0,0,00254,1950
0,0,34.17,5.25,0,0,0,0,0.085,1,1,0,1,0,00290,6
0,1,47.00,13,0,0,9,2,5.165,0,0,09,1,0,00000,0
0,1,58.33,10,0,0,1,0,4,0,0,14,0,0,00000,1602
1,0,80.25,5.5,0,0,14,6,0.54,0,1,0,0,0,00000,340
0,1,28.17,0.375,0,0,1,0,0.585,0,0,04,0,0,00080,0
0,0,24.83,2.75,0,0,6,0,2.25,0,0,06,0,0,0,600
1,0,29.17,3.5,0,0,0,0,3.5,0,0,03,1,0,00329,0
1,1,40.33,8.125,1,1,5,0,0.165,1,0,02,0,0,0,18
0,0,52.50,6.5,0,0,5,0,6.29,0,0,15,0,0,00000,11202
0,0,49.50,7.585,0,0,9,2,7.585,0,0,15,1,0,00000,5000
1,0,29.50,0.58,0,0,0,0,0.29,1,0,01,0,0,00340,2803
1,2,40.83,3.5,0,0,9,2,0.5,1,1,0,0,1,01160,0
1,0,21.08,4.125,1,1,9,1,0.04,1,1,0,0,0,00140,100
1,0,36.17,0.42,1,1,0,0,0.29,1,1,0,1,0,00309,2
1,0,32.25,14,1,1,12,3,0,1,0,02,0,0,00160,1
1,1,57.08,0.335,0,0,9,2,1,0,1,0,1,0,00252,2197
1,0,37.50,0.835,0,0,10,0,0.04,1,1,0,0,0,00120,5
1,0,16.92,0.335,1,1,5,0,0.29,1,1,0,0,1,00200,0
0,0,41.00,0.04,0,0,10,0,0.04,1,0,01,0,1,00560,0
0,0,41.75,0.96,0,0,8,0,2.5,0,1,0,0,0,00510,600
1,0,24.58,1.25,0,0,6,0,0.25,1,1,0,0,0,00110,0
1,0,18.17,10.25,0,0,6,1,1.085,1,1,0,0,0,00320,13
1,0,36.67,2,0,0,9,0,0.25,1,1,0,1,0,00221,0
0,1,60.58,16.5,0,0,1,0,11,0,1,0,1,0,00021,10561
1,0,35.25,3.165,0,0,8,1,3.75,0,1,0,1,0,00680,0
0,1,58.42,21,0,0,9,2,10,0,0,13,0,0,00000,6700
1,0,20.42,0,2,2,14,6,0,1,1,0,0,2,0,0
1,0,18.67,5,0,0,1,0,0.375,0,0,02,0,0,00000,38
0,1,32.33,0.54,0,0,4,0,0.04,0,1,0,0,0,00440,11177
1,0,41.58,1.75,0,0,5,0,0.21,0,1,0,0,0,00160,0
1,0,23.08,2.5,0,0,12,3,0.085,1,1,0,1,0,00100,4208
1,1,16.92,0.5,0,0,9,0,0.165,1,0,06,1,0,00240,35
1,0,19.00,1.75,1,1,6,0,2.335,1,1,0,1,0,00112,6
1,1,25.42,1.125,0,0,1,0,1.29,0,0,02,0,0,00200,0
1,0,17.08,0.25,0,0,1,0,0.335,1,0,04,0,0,00160,8
1,0,18.58,5.71,0,0,7,0,0.54,1,1,0,0,0,00120,0
1,0,23.00,0.625,1,1,11,0,0.125,0,1,0,0,0,00180,1
1,1,17.33,9.5,0,0,11,0,1.75,1,0,10,1,0,00000,10
1,1,23.58,0.83,0,0,1,0,0.415,1,0,01,1,0,00200,11
1,1,21.75,1.75,1,1,13,4,0,1,1,0,0,0,00160,0
1,0,43.25,25.21,0,0,1,1,0.21,0,0,01,0,0,00760,90
1,0,32.92,2.5,0,0,11,0,1.75,1,0,02,1,0,00720,0
1,0,28.92,0.375,0,0,6,0,0.29,1,1,0,0,0,00220,140
1,1,28.50,1,0,0,1,0,1,0,0,02,1,0,00167,500
0,1,56.50,16,0,0,13,3,0,0,0,15,0,0,00000,247
1,0,42.75,3,0,0,9,2,1,0,1,0,0,0,00000,200
1,0,22.25,0.46,0,0,5,0,0.125,1,1,0,1,0,00280,55
0,1,18.92,9,0,0,11,0,0.75,0,0,02,0,0,00088,591
1,1,15.75,0.375,0,0,6,0,1,1,1,0,0,0,00120,18
0,0,33.17,3.165,1,1,8,0,3.165,0,0,03,1,0,00380,0
0,0,27.67,2,0,0,8,1,1,0,0,04,0,0,00140,7544
0,0,32.83,2.5,0,0,4,1,2.75,0,0,06,0,0,00160,2072
1,0,27.83,1,1,1,7,1,3,1,1,0,0,0,00176,537
1,1,41.58,1.04,0,0,11,0,0.665,1,1,0,0,0,00240,237
0,0,25.33,0.58,0,0,6,0,0.29,0,0,07,1,0,00096,5124
0,0,25.67,12.5,0,0,4,0,1.21,0,0,67,1,0,00140,258
0,0,36.25,5,0,0,6,2,2.5,0,0,06,0,0,00000,367
1,1,39.08,4,0,0,6,0,3,1,1,0,0,0,00480,0
0,0,39.17,1.625,0,0,6,0,1.5,0,0,10,0,0,00186,4700
1,0,24.50,13.335,1,1,11,0,0.04,1,1,0,1,0,00120,475
1,0,17.25,3,0,0,5,0,0.04,1,1,0,1,0,00160,40
0,0,48.17,3.5,0,0,11,0,3.5,0,1,0,0,1,00230,0
0,0,25.17,6,0,0,6,0,1,0,0,03,0,0,00000,0
1,1,33.25,3,1,1,11,0,2,1,1,0,0,0,00180,0
1,0,19.17,4,1,1,9,0,1,1,1,0,1,0,00360,1000
1,0,34.17,2.75,0,0,9,2,2.5,1,1,0,1,0,00232,200
1,0,36.17,18.125,0,0,0,0,0.085,1,1,0,0,0,00320,3552
0,0,26.67,1.75,1,1,6,0,1,0,0,05,1,0,00160,5777
1,0,24.58,12.5,0,0,0,0,0.875,0,1,0,1,0,00260,0
0,0,38.58,3.335,0,0,0,0,4,0,0,14,0,0,00383,1344
1,0,22.08,11.46,0,0,5,0,1.585,1,1,0,1,0,00100,1212
1,0,36.33,3.79,0,0,0,0,1.165,0,1,0,1,0,00200,0
0,0,22.67,0.165,0,0,6,4,2.25,1,1,0,1,1,00000,0
0,1,46.00,4,0,0,13,4,0,0,1,0,0,0,00100,960
1,0,30.08,1.04,1,1,9,2,0.5,0,0,10,1,0,00132,28
1,1,15.92,2.875,0,0,1,0,0.085,1,1,0,0,0,00120,0
0,1,28.67,1.04,0,0,6,0,2.5,0,0,05,1,0,00300,1430
1,0,34.08,2.5,0,0,6,0,1,1,1,0,0,0,00460,16
0,1,44.33,0,0,0,6,0,2.5,0,1,0,0,0,00000,0
1,0,40.92,0.5,1,1,2,0,0.5,1,1,0,1,0,00130,0
0,1,30.50,6.5,0,0,6,2,4,0,0,07,1,0,00000,3065
0,0,28.25,5.04,1,1,6,2,1.5,0,0,08,1,0,00144,7
0,0,25.75,0.75,0,0,6,2,0.25,0,1,0,0,0,00349,23
1,0,23.50,3.165,1,1,5,0,0.415,1,0,01,1,0,00280,80
0,1,23.25,5.875,0,0,1,0,3.17,0,0,10,0,0,00120,245
1,1,22.50,11,1,1,1,0,3,0,1,0,1,0,00268,0
1,0,16.50,0.125,0,0,6,0,0.165,1,1,0,0,0,00132,0
0,0,18.08,5.5,0,0,5,0,0.5,0,1,0,0,0,00080,0
0,0,57.83,7.04,0,0,2,0,14,0,0,06,1,0,00360,1332
1,0,20.42,1.085,0,0,1,0,1.5,1,1,0,0,0,00108,7
1,0,25.67,2.21,1,1,11,0,4,0,1,0,0,0,00188,0
1,0,22.50,0.125,1,1,5,0,0.125,1,1,0,0,0,00200,70
1,0,32.33,7.5,0,0,10,2,1.585,0,1,0,1,1,00420,0
0,0,48.75,8.5,0,0,6,1,12.5,0,0,09,0,0,00181,1655
0,0,21.00,3,1,1,7,0,1.085,0,0,08,1,0,00160,1
0,0,40.00,6.5,0,0,11,2,3.5,0,0,01,0,0,00000,500
0,0,59.50,2.75,0,0,0,0,1.75,0,0,05,1,0,00060,58
1,0,40.92,0.835,0,0,12,3,0,0,1,0,0,0,00130,1
